"videostatsid","ytvideoid","views","comments","likes","dislikes","timestamp"
"1370","nyU2mFp3ru0","191167","418","3126","102","2019-04-15 07:45:45"
"1371","pAoEHR4aW8I","4920278","16004","134082","3789","2019-04-15 07:45:46"
"1372","S_GVbuddri8","5144181","24254","212344","2665","2019-04-15 07:45:46"
"1373","D3nT0piQDgA","1216055","5537","68875","3178","2019-04-15 07:45:46"
"1374","29Uy9z0lzcw","1401320","7411","55145","2187","2019-04-15 07:45:47"
"1375","15odjKT7MPA","790889","1393","6212","193","2019-04-15 07:45:47"
"1376","u8tdT5pAE34","7340272","50380","535040","2865","2019-04-15 07:45:48"
"1377","17A_wsy6WX0","2420792","17559","249269","7534","2019-04-15 07:45:48"
"1378","W_VzAap2vl0","1212908","5955","14760","1334","2019-04-15 07:45:49"
"1379","tV1S5mKN_b8","920863","4158","32486","1105","2019-04-15 07:45:49"
"1380","HUsIcK1a4B0","5185901","12009","263140","2808","2019-04-15 07:45:50"
"1381","z5MCMhXSdQM","642394","1379","4734","277","2019-04-15 07:45:50"
"1382","AkK_n5Q8M38","1068707","3736","34083","1157","2019-04-15 07:45:51"
"1383","LL2jKGvyC8Y","200951","763","1739","71","2019-04-15 07:45:51"
"1384","m1MewpFNBdc","1923209","8836","182206","1558","2019-04-15 07:45:52"
"1385","ECdQ6OV-rkU","2229418","4188","60253","526","2019-04-15 07:45:52"
"1386","N2DdOs5OhxY","1103281","3999","49317","917","2019-04-15 07:45:53"
"1387","0GLbwkfhYZk","5981998","28737","189478","11366","2019-04-15 08:00:02"
"1388","O4NB73HTlxI","3955561","32607","286846","5021","2019-04-15 08:00:03"
"1389","VVRcXtSjPcE","284178","1124","4964","102","2019-04-15 08:00:03"
"1390","adzYW5DZoWs","21868893","79626","481610","62303","2019-04-15 08:00:04"
"1391","R6YCfVe4eR0","1641307","5675","46254","256","2019-04-15 08:00:04"
"1392","p_8yK2kmxoo","2619811","11064","139479","1443","2019-04-15 08:00:05"
"1393","g7itQNVeFB4","597649","4204","20592","1285","2019-04-15 08:00:06"
"1394","BJzJtm7OfdQ","812555","5854","57968","852","2019-04-15 08:00:06"
"1395","qOkZiVlQHMs","796192","1691","18331","228","2019-04-15 08:00:06"
"1396","I47_jCtfYlE","1277459","5050","15210","459","2019-04-15 08:00:07"
"1397","5jDsPkPjVK4","585141","3470","25559","908","2019-04-15 08:00:08"
"1398","C4_UntN6O2A","776944","3002","31206","426","2019-04-15 08:00:08"
"1399","CikXQvz57ZU","407157","782","8773","229","2019-04-15 08:00:08"
"1400","a5vg_Yi42Ok","1450596","3893","37575","1429","2019-04-15 08:00:09"
"1401","h3P5Hrblbe0","248245","487","15380","53","2019-04-15 08:00:09"
"1402","VSPuRXkUWoU","1629996","9093","243977","482","2019-04-15 08:00:10"
"1403","AJKDh52Ehac","230645","1070","6858","151","2019-04-15 08:00:11"
"1404","2x8guH7hsgc","2174161","32178","38348","27129","2019-04-15 08:00:11"
"1405","KMwuyXQcWfI","570427","1002","6950","190","2019-04-15 08:00:11"
"1406","AFWIu243KY8","230225","469","1506","136","2019-04-15 08:00:12"
"1407","u5jugGl_pu0","646635","3378","59514","153","2019-04-15 08:00:12"
"1408","kOd19ljsklQ","2503184","10756","118051","982","2019-04-15 08:00:13"
"1409","_aHE8lgalJU","178270","6434","20975","69","2019-04-15 08:00:13"
"1410","6gfh2UfcJFw","382095","1478","19731","189","2019-04-15 08:00:14"
"1411","zKfmiAYiC-M","1610040","4841","25291","1396","2019-04-15 08:00:15"
"1412","04WYGo4rfdw","954765","2019","15413","574","2019-04-15 08:00:15"
"1413","QuderoyWqII","6799317","40936","328100","11043","2019-04-15 08:00:16"
"1414","nKh_yq627WM","560904","7650","48973","362","2019-04-15 08:00:16"
"1415","XsX3ATc3FbA","130259561","2763582","8083405","339715","2019-04-15 08:00:17"
"1416","mWkP7esvuiw","1112907","1824","14586","257","2019-04-15 08:00:17"
"1417","zIG2yCvG3TI","305618","678","2164","200","2019-04-15 08:00:18"
"1418","-9txATEWXTQ","7177702","36602","414158","13119","2019-04-15 08:00:18"
"1419","DfggRtdOiTE","885993","2783","5420","222","2019-04-15 08:00:19"
"1420","t0t9dul8bOw","1236603","4674","27986","965","2019-04-15 08:00:19"
"1421","O8CCQopoCAE","553672","4441","41383","436","2019-04-15 08:00:20"
"1422","pY8O7-mpdUk","1230522","3779","10785","2009","2019-04-15 08:00:20"
"1423","BPExj-3kaAc","853048","7932","30072","442","2019-04-15 08:00:20"
"1424","TW-kag5GG9s","653493","2843","22648","523","2019-04-15 08:00:21"
"1425","zaWyIKas2Ww","241572","542","1419","50","2019-04-15 08:00:21"
"1426","uv9kDcbJLi8","964118","2616","53676","1001","2019-04-15 08:00:22"
"1427","f2AuCmxtOSA","414372","2166","21459","340","2019-04-15 08:00:22"
"1428","81UpjkAuHJM","351077","647","6149","274","2019-04-15 08:00:23"
"1429","NJo8CjVpIEw","900722","2452","7972","1195","2019-04-15 08:00:23"
"1430","NbhiGb_pZ-g","2265461","14695","124144","1883","2019-04-15 08:00:24"
"1431","HkdPYRxYMdc","1457628","6385","56902","1866","2019-04-15 08:00:24"
"1432","f5bJ5acwZtI","2047730","19297","213855","4344","2019-04-15 08:00:25"
"1433","LLR0jg7Xu9M","641792","538","12160","162","2019-04-15 08:00:25"
"1434","0flfyCjIh8M","965010","2545","20243","362","2019-04-15 08:00:26"
"1435","QaZ93sibpk0","21543887","51803","548041","38374","2019-04-15 08:00:26"
"1436","mQ2fJ_aM_T0","1261176","5823","53737","637","2019-04-15 08:00:27"
"1437","26EivpCPHnQ","2882625","21048","130903","1315","2019-04-15 08:00:28"
"1438","cKiX2rUB6sY","523648","3584","35395","1045","2019-04-15 08:00:28"
"1439","IdzY6lcCiCM","706271","2835","24449","267","2019-04-15 08:00:29"
"1440","MdVTBGEuxhM","914356","2070","31956","712","2019-04-15 08:00:29"
"1441","bQ3gBKDa8RY","1314770","1896","35046","474","2019-04-15 08:00:30"
"1442","_cdt2CLalhA","609580","1892","17691","3432","2019-04-15 08:00:30"
"1443","SR5kfWXfxto","7045106","34545","224975","3473","2019-04-15 08:00:31"
"1444","ZEWGyyLiqY4","812928","1595","20338","536","2019-04-15 08:00:31"
"1445","OzUXonhJo3Y","1794507","4379","43504","1158","2019-04-15 08:00:32"
"1446","QZsthdsh6yk","34683607","84884","715501","191220","2019-04-15 08:00:32"
"1447","r7CWEE3ZAWs","6024906","25808","320693","12956","2019-04-15 08:00:33"
"1448","YSJlU2q58Bc","5697428","6389","190163","2532","2019-04-15 08:00:33"
"1449","550f3BEWEwQ","446609","517","5549","254","2019-04-15 08:00:34"
"1450","YPZ1f52jlm8","387433","828","18907","224","2019-04-15 08:00:35"
"1451","UoUeBLp5KlI","952804","3469","21445","839","2019-04-15 08:00:35"
"1452","LKtajrJUggU","543713","1103","9600","297","2019-04-15 08:00:36"
"1453","81UOofW82FY","9565071","16046","303065","2676","2019-04-15 08:00:37"
"1454","T4Q0pElKWY0","3363763","17690","235780","1239","2019-04-15 08:00:37"
"1455","8SGbIHoKewM","789487","1233","11652","516","2019-04-15 08:00:38"
"1456","198gzllaumo","13847499","15455","294754","6177","2019-04-15 08:00:38"
"1457","3_ZSwppz2ak","563042","2183","20286","413","2019-04-15 08:00:39"
"1458","7TavVZMewpY","23868859","45779","490698","20687","2019-04-15 08:00:39"
"1459","6cFAYjQw2CA","1874640","6729","29542","1121","2019-04-15 08:00:40"
"1460","5HoE9Tn5oug","1467042","4918","92452","559","2019-04-15 08:00:40"
"1461","Ms5yMta2p9A","2335394","7765","208152","1431","2019-04-15 08:00:41"
"1462","-ze37NCz5oI","926225","6091","36534","296","2019-04-15 08:00:41"
"1463","jjanTQjvkUM","397067","851","2851","230","2019-04-15 08:00:42"
"1464","kQ1xE4sK9Qk","1066587","1496","22984","455","2019-04-15 08:00:42"
"1465","iVn37ndpkIc","370488","1510","7551","165","2019-04-15 08:00:43"
"1466","KUaVjms6yyY","4871905","14861","247232","4369","2019-04-15 08:00:43"
"1467","RQOhAeNAjKc","894943","4124","38173","468","2019-04-15 08:00:43"
"1468","Kb1a3OSVjXk","1705694","1398","40100","520","2019-04-15 08:00:44"
"1469","nyU2mFp3ru0","191174","418","3126","102","2019-04-15 08:00:44"
"1470","pAoEHR4aW8I","4920403","16012","134094","3789","2019-04-15 08:00:45"
"1471","S_GVbuddri8","5144804","24262","212369","2666","2019-04-15 08:00:45"
"1472","D3nT0piQDgA","1216268","5544","68909","3179","2019-04-15 08:00:46"
"1473","29Uy9z0lzcw","1401324","7420","55152","2188","2019-04-15 08:00:46"
"1474","15odjKT7MPA","790891","1393","6212","193","2019-04-15 08:00:47"
"1475","u8tdT5pAE34","7340453","50436","535232","2869","2019-04-15 08:00:47"
"1476","17A_wsy6WX0","2420909","17559","249332","7538","2019-04-15 08:00:47"
"1477","W_VzAap2vl0","1213023","5955","14765","1335","2019-04-15 08:00:48"
"1478","tV1S5mKN_b8","920889","4158","32490","1105","2019-04-15 08:00:48"
"1479","HUsIcK1a4B0","5185929","12027","263233","2808","2019-04-15 08:00:49"
"1480","z5MCMhXSdQM","642501","1379","4736","277","2019-04-15 08:00:49"
"1481","AkK_n5Q8M38","1068824","3736","34093","1158","2019-04-15 08:00:50"
"1482","LL2jKGvyC8Y","200953","763","1739","71","2019-04-15 08:00:50"
"1483","m1MewpFNBdc","1923280","8836","182236","1558","2019-04-15 08:00:51"
"1484","ECdQ6OV-rkU","2229544","4188","60263","526","2019-04-15 08:00:51"
